m,node,k,t0,a_end,beta2_initial,beta2_kink,beta2_adiabatic_kink,beta2_end,beta2_adiabatic_end,beta2_kink_tail_theory
2.00000000000000000e+00,5.40000000000000000e+01,2.22521261070736998e+01,-2.19587980712681263e+00,7.07106781186547551e+01,1.56203134349038217e-10,9.91602895728491935e-07,1.93682049817928334e-09,2.10155799345950080e-09,1.98436233046727371e-09,1.99404045703318713e-09
2.00000000000000000e+00,5.50000000000000000e+01,2.48982454983727131e+01,-2.08352002747267440e+00,7.07106781186547551e+01,1.56203134349038295e-10,6.36219822212369111e-07,9.96986619975674816e-10,1.25750672137026687e-09,1.01651169479551417e-09,1.02271482008151869e-09
2.00000000000000000e+00,5.60000000000000000e+01,2.75420678463661233e+01,-1.98260279086780078e+00,7.07106781186547551e+01,1.56203134349038295e-10,4.26612890062483802e-07,5.46843552275344467e-10,3.88288585651200847e-10,5.55573065431402173e-10,5.60821276115590292e-10
2.00000000000000000e+00,5.70000000000000000e+01,3.01127873630250846e+01,-1.89336745567125808e+00,7.07106781186547551e+01,1.56203134349038295e-10,2.99372608037517416e-07,3.22025704795815139e-10,4.23260311652406473e-10,3.26305916398939623e-10,3.29448893637507308e-10
2.00000000000000000e+00,5.80000000000000000e+01,3.25341953289832375e+01,-1.81602566638017882e+00,7.07106781186547551e+01,1.56203134349038295e-10,2.20171598550416136e-07,2.05464824917233388e-10,2.37776215874577465e-10,2.07781804762333310e-10,2.07657261859199041e-10
2.00000000000000000e+00,5.90000000000000000e+01,3.47283557754230685e+01,-1.75076084397574161e+00,7.07106781186547551e+01,1.56203134349038295e-10,1.69932917517668428e-07,1.39842806200376706e-10,1.93731088401675255e-10,1.41254777349108076e-10,1.40631531441533600e-10
2.00000000000000000e+00,6.00000000000000000e+01,3.66198205416665630e+01,-1.69772772786893467e+00,7.07106781186547551e+01,1.56203134349038295e-10,1.37574537066172385e-07,1.00013489886139090e-10,2.52100848778219442e-10,1.00920663706547087e-10,1.02439808052251050e-10
2.00000000000000000e+00,6.10000000000000000e+01,3.81400703290875143e+01,-1.65705192240558352e+00,7.07106781186547551e+01,1.56203134349038217e-10,1.17027263117610823e-07,8.05532200986068631e-11,2.27403383028410273e-10,8.12159539690142753e-11,8.03305573587174584e-11
2.00000000000000000e+00,6.20000000000000000e+01,3.92318231007019804e+01,-1.62882913530078843e+00,7.07106781186547551e+01,1.56203134349038295e-10,1.04542578275975579e-07,6.68097068347771402e-11,1.68795270478912318e-10,6.73448052153076155e-11,6.78578726052247751e-11
2.00000000000000000e+00,6.30000000000000000e+01,3.98529864484775231e+01,-1.61312002187448433e+00,7.07106781186547551e+01,1.56203134349038217e-10,9.82403376320443681e-08,6.01950938620245884e-11,7.77134497932389780e-11,6.06426745837355058e-11,6.17739303805583129e-11
